Date,Channel,Sessions,Users,EngagementTime,PagesPerSession,Hour,SessionID,EngagedSession,1. Trends in Sessions and Users Over Time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-05-2025,Paid,1,1,106.1908488,5.9,14,S0454,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0120,1,,,,,,,,,,,,,,,,,,,,,,,
13-06-2025,Social,3,3,473.8613348,3.5,1,S0455,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0128,1,,,,,,,,,,,,,,,,,,,,,,,
17-05-2025,Organic,1,3,443.3219199,7.4,13,S0456,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0132,1,,,,,,,,,,,,,,,,,,,,,,,
05-06-2025,Paid,3,2,236.7694727,3.4,12,S0457,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0134,1,,,,,,,,,,,,,,,,,,,,,,,
05-05-2025,Referral,4,2,24.86411424,9.1,3,S0458,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0138,1,,,,,,,,,,,,,,,,,,,,,,,
16-05-2025,Organic,2,3,505.0084234,4.4,13,S0459,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0142,1,,,,,,,,,,,,,,,,,,,,,,,
07-05-2025,Paid,1,1,16.73661024,5.9,13,S0460,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0143,1,,,,,,,,,,,,,,,,,,,,,,,
17-05-2025,Referral,3,3,425.18287,1.5,15,S0461,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0159,1,,,,,,,,,,,,,,,,,,,,,,,
17-04-2025,Organic,1,2,582.4516947,4.8,6,S0462,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0167,1,,,,,,,,,,,,,,,,,,,,,,,
02-05-2025,Organic,1,1,268.2201836,8.5,18,S0463,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0169,1,,,,,,,,,,,,,,,,,,,,,,,
09-05-2025,Paid,2,1,148.6343089,8.3,1,S0464,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0174,1,,,,,,,,,,,,,,,,,,,,,,,
26-05-2025,Email,4,3,425.8738959,3,9,S0465,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0183,1,,,,,,,,,,,,,,,,,,,,,,,
15-05-2025,Organic,1,2,492.1056038,3,17,S0466,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0191,0,,,,,,,,,,,,,,,,,,,,,,,
07-06-2025,Organic,3,3,332.3938865,8.4,16,S0467,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0192,1,,,,,,,,,,,,,,,,,,,,,,,
11-06-2025,Referral,3,3,580.5508124,9.4,4,S0468,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0194,1,,,,,,,,,,,,,,,,,,,,,,,
17-04-2025,Social,4,3,40.48454578,1.9,11,S0469,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0196,1,,,,,,,,,,,,,,,,,,,,,,,
24-05-2025,Paid,3,1,307.829403,5.1,5,S0470,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0198,1,,,,,,,,,,,,,,,,,,,,,,,
30-05-2025,Paid,4,1,433.8878289,4,21,S0471,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0211,1,,,,,,,,,,,,,,,,,,,,,,,
08-05-2025,Email,3,2,518.957878,8.8,8,S0472,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0215,0,,,,,,,,,,,,,,,,,,,,,,,
03-06-2025,Email,2,2,115.760811,1.8,19,S0473,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0232,1,,,,,,,,,,,,,,,,,,,,,,,
16-05-2025,Paid,1,3,482.0020542,2.9,0,S0474,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0236,1,,,,,,,,,,,,,,,,,,,,,,,
31-05-2025,Email,2,3,336.0971747,7.8,21,S0475,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0238,1,,,,,,,,,,,,,,,,,,,,,,,
06-05-2025,Referral,1,3,243.9666724,1.5,14,S0476,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0246,1,,,,,,,,,,,,,,,,,,,,,,,
07-05-2025,Paid,1,2,87.71186686,5.4,20,S0477,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0252,1,,,,,,,,,,,,,,,,,,,,,,,
16-04-2025,Email,1,1,520.5244978,5,5,S0478,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0267,1,,,,,,,,,,,,,,,,,,,,,,,
11-05-2025,Paid,2,1,102.7911928,4,18,S0479,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0268,1,,,,,,,,,,,,,,,,,,,,,,,
26-05-2025,Social,1,3,192.7748369,4.6,17,S0480,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0271,1,,,,,,,,,,,,,,,,,,,,,,,
16-04-2025,Organic,2,3,181.1268639,5.8,5,S0481,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0283,1,,,,,,,,,,,,,,,,,,,,,,,
10-05-2025,Paid,4,3,524.1342802,2.5,12,S0482,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0289,1,,,,,,,,,,,,,,,,,,,,,,,
01-05-2025,Organic,3,3,406.8947666,6.1,0,S0483,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0295,1,,,,,,,,,,,,,,,,,,,,,,,
24-05-2025,Email,3,2,480.0420243,8.2,22,S0484,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0296,1,,,,,,,,,,,,,,,,,,,,,,,
17-05-2025,Organic,1,1,157.7760603,7.8,22,S0485,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0299,1,,,,,,,,,,,,,,,,,,,,,,,
23-04-2025,Paid,2,3,378.6757188,2.4,12,S0486,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0301,0,,,,,,,,,,,,,,,,,,,,,,,
27-05-2025,Social,3,2,347.3301301,2.3,6,S0487,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0312,0,,,,,,,,,,,,,,,,,,,,,,,
07-06-2025,Email,2,3,501.3699223,3.4,14,S0488,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0315,1,,,,,,,,,,,,,,,,,,,,,,,
01-06-2025,Paid,2,3,544.5913657,4.2,11,S0489,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0324,1,,,,,,,,,,,,,,,,,,,,,,,
23-05-2025,Email,1,1,17.17249517,4.7,0,S0490,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0333,1,,,,,,,,,,,,,,,,,,,,,,,
13-05-2025,Referral,3,3,407.6717522,7.1,14,S0491,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0337,1,,,,,,,,,,,,,,,,,,,,,,,
26-05-2025,Organic,1,1,40.58312148,1.5,3,S0492,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0342,1,,,,,,,,,,,,,,,,,,,,,,,
08-06-2025,Referral,1,1,333.8266124,1.3,12,S0493,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0344,1,,,,,,,,,,,,,,,,,,,,,,,
10-05-2025,Paid,3,1,179.7033101,4.5,22,S0494,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0345,1,,,,,,,,,,,,,,,,,,,,,,,
19-05-2025,Social,3,2,190.9981937,7.3,4,S0495,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0347,1,,,,,,,,,,,,,,,,,,,,,,,
03-06-2025,Email,4,2,218.245517,2.7,1,S0496,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0362,1,,,,,,,,,,,,,,,,,,,,,,,
09-05-2025,Organic,4,1,376.5625449,6.8,22,S0497,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0364,1,,,,,,,,,,,,,,,,,,,,,,,
08-05-2025,Email,2,3,207.0894797,3.3,0,S0498,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0385,0,,,,,,,,,,,,,,,,,,,,,,,
27-04-2025,Paid,3,1,442.2924398,9,15,S0499,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0388,0,,,,,,,,,,,,,,,,,,,,,,,
13-06-2025,Email,4,3,248.6711575,9.1,22,S0500,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0389,1,,,,,,,,,,,,,,,,,,,,,,,
11-06-2025,Organic,2,1,50.32838818,3.7,5,S0501,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0392,1,,,,,,,,,,,,,,,,,,,,,,,
21-04-2025,Paid,2,3,472.4183071,3.1,22,S0502,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0398,1,,,,,,,,,,,,,,,,,,,,,,,
10-06-2025,Email,2,2,178.5974115,4.7,15,S0503,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0399,1,,,,,,,,,,,,,,,,,,,,,,,
20-05-2025,Social,4,3,265.332459,3.2,13,S0504,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0401,1,,,,,,,,,,,,,,,,,,,,,,,
29-05-2025,Paid,3,1,414.4118911,7.1,2,S0505,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0405,1,,,,,,,,,,,,,,,,,,,,,,,
04-05-2025,Paid,1,2,206.1491327,8.4,14,S0506,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0418,1,,,,,,,,,,,,,,,,,,,,,,,
15-04-2025,Social,2,3,43.38553713,7.1,2,S0507,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0425,1,,,,,,,,,,,,,,,,,,,,,,,
22-04-2025,Referral,4,3,230.6134177,8.4,22,S0508,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0426,1,,,,,,,,,,,,,,,,,,,,,,,
30-05-2025,Organic,4,3,567.2246638,4.6,1,S0509,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0435,1,,,,,,,,,,,,,,,,,,,,,,,
30-04-2025,Referral,1,3,388.6232944,2.4,0,S0510,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0436,1,,,,,,,,,,,,,,,,,,,,,,,
28-04-2025,Email,1,3,406.1726977,7.6,8,S0511,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0441,1,,,,,,,,,,,,,,,,,,,,,,,
26-04-2025,Social,4,2,383.0464706,4.2,8,S0512,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0442,1,,,,,,,,,,,,,,,,,,,,,,,
04-06-2025,Referral,3,2,127.405362,7,22,S0513,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0449,1,,,,,,,,,,,,,,,,,,,,,,,
07-05-2025,Paid,1,2,256.8169798,3.4,6,S0514,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0454,1,,,,,,,,,,,,,,,,,,,,,,,
29-04-2025,Email,4,2,453.054481,1.7,2,S0515,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0457,1,,,,,,,,,,,,,,,,,,,,,,,
12-05-2025,Email,1,1,69.81000956,9.9,17,S0516,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0460,0,,,,,,,,,,,,,,,,,,,,,,,
18-05-2025,Referral,3,2,173.9331379,2.4,10,S0517,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0464,1,,,,,,,,,,,,,,,,,,,,,,,
16-04-2025,Referral,2,3,173.028274,9.9,6,S0518,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0470,1,,,,,,,,,,,,,,,,,,,,,,,
16-05-2025,Social,1,3,264.8911673,9.8,8,S0519,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0471,1,,,,,,,,,,,,,,,,,,,,,,,
07-05-2025,Organic,3,2,588.4175572,8.1,0,S0520,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0474,1,,,,,,,,,,,,,,,,,,,,,,,
06-05-2025,Referral,4,3,49.82650254,6.9,13,S0521,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0477,1,,,,,,,,,,,,,,,,,,,,,,,
04-06-2025,Referral,1,2,316.0335867,6.2,19,S0522,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0479,1,,,,,,,,,,,,,,,,,,,,,,,
09-05-2025,Paid,1,3,115.8251624,8.8,5,S0523,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0482,1,,,,,,,,,,,,,,,,,,,,,,,
11-06-2025,Email,4,1,582.6991618,3.6,6,S0524,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0486,1,,,,,,,,,,,,,,,,,,,,,,,
06-05-2025,Organic,2,1,76.84906779,5.2,9,S0525,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0489,1,,,,,,,,,,,,,,,,,,,,,,,
11-06-2025,Paid,4,2,248.1245914,6.6,6,S0526,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0494,1,,,,,,,,,,,,,,,,,,,,,,,
11-06-2025,Social,1,2,445.3521411,4.7,1,S0527,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0499,1,,,,,,,,,,,,,,,,,,,,,,,
06-05-2025,Social,4,2,425.6871125,4.8,3,S0528,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0502,1,,,,,,,,,,,,,,,,,,,,,,,
02-06-2025,Referral,3,3,259.4098958,4,20,S0529,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0505,1,,,,,,,,,,,,,,,,,,,,,,,
05-06-2025,Referral,4,2,214.4492591,6.1,16,S0530,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0506,1,,,,,,,,,,,,,,,,,,,,,,,
26-05-2025,Social,1,1,244.5913033,8.7,0,S0531,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0514,1,,,,,,,,,,,,,,,,,,,,,,,
20-04-2025,Referral,4,3,165.9229953,2.8,9,S0532,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0523,1,,,,,,,,,,,,,,,,,,,,,,,
29-04-2025,Organic,2,2,131.1464338,9.4,18,S0533,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0526,1,,,,,,,,,,,,,,,,,,,,,,,
07-06-2025,Referral,4,3,294.9934216,7.2,14,S0534,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0537,1,,,,,,,,,,,,,,,,,,,,,,,
27-05-2025,Email,2,3,168.4349161,8.4,9,S0535,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0539,1,,,,,,,,,,,,,,,,,,,,,,,
13-06-2025,Referral,3,2,179.6023823,6,18,S0536,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0540,0,,,,,,,,,,,,,,,,,,,,,,,
21-05-2025,Paid,2,3,397.4860774,8,11,S0537,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0549,0,,,,,,,,,,,,,,,,,,,,,,,
17-05-2025,Organic,4,1,581.4370257,1.1,23,S0538,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0553,1,,,,,,,,,,,,,,,,,,,,,,,
22-04-2025,Paid,1,1,366.1459483,8.4,15,S0539,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0558,1,,,,,,,,,,,,,,,,,,,,,,,
06-06-2025,Paid,2,3,55.41788557,1.4,8,S0540,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0568,1,,,,,,,,,,,,,,,,,,,,,,,
13-06-2025,Email,3,2,54.59433217,9,14,S0541,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0577,1,,,,,,,,,,,,,,,,,,,,,,,
28-05-2025,Organic,2,3,571.3397003,9.9,16,S0542,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0581,0,,,,,,,,,,,,,,,,,,,,,,,
28-05-2025,Organic,2,1,185.4015663,3.6,13,S0543,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0584,1,,,,,,,,,,,,,,,,,,,,,,,
19-04-2025,Organic,2,3,64.31952179,2.9,17,S0544,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0585,1,,,,,,,,,,,,,,,,,,,,,,,
23-05-2025,Organic,3,3,363.4363064,7.9,1,S0545,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0587,1,,,,,,,,,,,,,,,,,,,,,,,
18-04-2025,Organic,4,1,377.9527792,3.3,3,S0546,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0589,1,,,,,,,,,,,,,,,,,,,,,,,
20-04-2025,Email,2,3,392.6178439,8.8,17,S0547,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0593,1,,,,,,,,,,,,,,,,,,,,,,,
29-05-2025,Referral,2,3,167.7671964,1.9,6,S0548,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0596,1,,,,,,,,,,,,,,,,,,,,,,,
16-05-2025,Paid,1,2,18.91530369,2.1,12,S0549,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0599,1,,,,,,,,,,,,,,,,,,,,,,,
05-06-2025,Organic,3,2,579.359068,9.8,14,S0550,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0601,1,,,,,,,,,,,,,,,,,,,,,,,
14-05-2025,Referral,2,1,158.026897,7.1,22,S0551,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0607,1,,,,,,,,,,,,,,,,,,,,,,,
31-05-2025,Referral,3,1,408.85551,8.6,21,S0552,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0611,1,,,,,,,,,,,,,,,,,,,,,,,
19-05-2025,Paid,2,1,426.9116232,3.9,0,S0553,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0618,1,,,,,,,,,,,,,,,,,,,,,,,
08-06-2025,Email,4,2,369.9043761,7.1,10,S0554,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0621,1,,,,,,,,,,,,,,,,,,,,,,,
24-05-2025,Social,4,1,194.6153626,6.3,9,S0555,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0623,1,,,,,,,,,,,,,,,,,,,,,,,
05-06-2025,Social,2,1,169.9467897,6.4,4,S0556,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0625,1,,,,,,,,,,,,,,,,,,,,,,,
30-04-2025,Referral,4,1,362.6242868,7.1,15,S0557,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0626,1,,,,,,,,,,,,,,,,,,,,,,,
27-04-2025,Paid,2,2,520.9964238,6.2,10,S0558,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0630,1,,,,,,,,,,,,,,,,,,,,,,,
03-06-2025,Social,4,3,568.5729001,4.9,20,S0559,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0642,1,,,,,,,,,,,,,,,,,,,,,,,
13-06-2025,Referral,1,1,72.4844246,3.5,5,S0560,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0650,1,,,,,,,,,,,,,,,,,,,,,,,
26-05-2025,Email,1,3,101.3488814,7.9,8,S0561,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0652,1,,,,,,,,,,,,,,,,,,,,,,,
14-05-2025,Social,1,1,567.3943927,3,12,S0562,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0663,1,,,,,,,,,,,,,,,,,,,,,,,
03-05-2025,Referral,3,3,444.5557847,7.2,23,S0563,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0671,1,,,,,,,,,,,,,,,,,,,,,,,
01-05-2025,Referral,3,2,530.9663566,3.1,7,S0564,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0681,1,,,,,,,,,,,,,,,,,,,,,,,
09-06-2025,Organic,1,2,129.5532541,6.6,13,S0565,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0683,1,,,,,,,,,,,,,,,,,,,,,,,
03-05-2025,Email,3,1,356.675664,7.7,23,S0566,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0685,1,,,,,,,,,,,,,,,,,,,,,,,
12-05-2025,Organic,4,3,423.6723607,3,0,S0567,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0688,1,,,,,,,,,,,,,,,,,,,,,,,
11-06-2025,Paid,2,2,411.2660124,1.5,16,S0568,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0696,1,,,,,,,,,,,,,,,,,,,,,,,
08-06-2025,Organic,2,1,250.8094976,2.2,23,S0569,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0700,0,,,,,,,,,,,,,,,,,,,,,,,
10-05-2025,Organic,2,1,19.0829861,6.5,4,S0570,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0702,1,,,,,,,,,,,,,,,,,,,,,,,
21-05-2025,Social,1,2,353.9263735,8.6,1,S0571,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0703,1,,,,,,,,,,,,,,,,,,,,,,,
10-05-2025,Referral,3,2,159.3299081,1.4,23,S0572,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0713,1,,,,,,,,,,,,,,,,,,,,,,,
06-06-2025,Email,4,1,275.6500052,7.6,8,S0573,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0723,1,,,,,,,,,,,,,,,,,,,,,,,
07-05-2025,Organic,4,3,574.9727989,4.1,3,S0574,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0725,1,,,,,,,,,,,,,,,,,,,,,,,
23-04-2025,Email,1,3,245.4308374,5.3,16,S0575,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0731,1,,,,,,,,,,,,,,,,,,,,,,,
26-04-2025,Organic,4,3,505.4829479,9.4,16,S0576,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0735,1,,,,,,,,,,,,,,,,,,,,,,,
06-06-2025,Paid,4,1,121.2389574,4,20,S0577,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0736,1,,,,,,,,,,,,,,,,,,,,,,,
15-04-2025,Organic,4,2,406.7516938,5.2,17,S0578,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0744,1,,,,,,,,,,,,,,,,,,,,,,,
11-06-2025,Social,4,1,586.4341031,1.1,15,S0579,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0748,0,,,,,,,,,,,,,,,,,,,,,,,
11-06-2025,Referral,3,2,70.11692952,1.7,7,S0580,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0750,1,,,,,,,,,,,,,,,,,,,,,,,
15-04-2025,Paid,4,3,14.90876591,3.3,10,S0581,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0766,1,,,,,,,,,,,,,,,,,,,,,,,
31-05-2025,Organic,2,3,265.8138477,1.3,20,S0582,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0773,0,,,,,,,,,,,,,,,,,,,,,,,
18-05-2025,Email,1,2,64.649035,6.7,20,S0583,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0776,1,,,,,,,,,,,,,,,,,,,,,,,
16-05-2025,Paid,3,2,451.5467663,4.8,17,S0584,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0777,1,,,,,,,,,,,,,,,,,,,,,,,
07-06-2025,Paid,4,1,549.5837117,5.9,22,S0585,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0780,0,,,,,,,,,,,,,,,,,,,,,,,
01-06-2025,Organic,3,3,266.0723739,2.6,23,S0586,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0782,1,,,,,,,,,,,,,,,,,,,,,,,
09-05-2025,Paid,4,1,162.6398689,3.7,9,S0587,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0786,1,,,,,,,,,,,,,,,,,,,,,,,
24-05-2025,Email,2,1,266.2979582,7,12,S0588,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0792,1,,,,,,,,,,,,,,,,,,,,,,,
29-05-2025,Paid,1,1,436.8342125,9.7,16,S0589,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0797,1,,,,,,,,,,,,,,,,,,,,,,,
06-06-2025,Email,4,3,15.34195533,1.5,17,S0590,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0799,1,,,,,,,,,,,,,,,,,,,,,,,
15-04-2025,Organic,4,1,357.7778538,9,9,S0591,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0807,1,,,,,,,,,,,,,,,,,,,,,,,
30-04-2025,Referral,4,1,371.8420941,6.2,15,S0592,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0813,1,,,,,,,,,,,,,,,,,,,,,,,
23-05-2025,Paid,4,1,386.2360657,6.1,19,S0593,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0815,1,,,,,,,,,,,,,,,,,,,,,,,
19-04-2025,Referral,1,1,152.7930272,5.5,4,S0594,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0817,1,,,,,,,,,,,,,,,,,,,,,,,
06-05-2025,Email,1,1,431.2911068,1.6,12,S0595,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0818,1,,,,,,,,,,,,,,,,,,,,,,,
13-05-2025,Paid,2,1,63.92097694,1.8,17,S0596,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0832,1,,,,,,,,,,,,,,,,,,,,,,,
08-06-2025,Social,1,3,127.5694985,6.4,16,S0597,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0833,1,,,,,,,,,,,,,,,,,,,,,,,
17-04-2025,Referral,4,1,527.7073275,4.1,8,S0598,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0834,1,,,,,,,,,,,,,,,,,,,,,,,
26-04-2025,Paid,2,2,445.8466589,9.3,13,S0599,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0835,1,,,,,,,,,,,,,,,,,,,,,,,
10-05-2025,Referral,2,1,18.10987687,4.7,16,S0600,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0846,1,,,,,,,,,,,,,,,,,,,,,,,
30-04-2025,Paid,2,1,156.5419936,2.3,3,S0601,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0865,0,,,,,,,,,,,,,,,,,,,,,,,
04-06-2025,Organic,4,3,136.499825,7.4,17,S0602,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0867,0,,,,,,,,,,,,,,,,,,,,,,,
21-05-2025,Referral,3,3,169.7757335,3.6,19,S0603,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0873,1,,,,,,,,,,,,,,,,,,,,,,,
06-05-2025,Social,4,2,156.0602645,5.7,23,S0604,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0882,1,,,,,,,,,,,,,,,,,,,,,,,
10-06-2025,Social,1,2,46.89051449,7.3,23,S0605,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0889,1,,,,,,,,,,,,,,,,,,,,,,,
13-05-2025,Email,1,3,280.7749048,9.1,14,S0606,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S0902,0,,,,,,,,,,,,,,,,,,,,,,,
